-61.2068			37.9563			19.5866			-3.6000			-220.0000			111.0000			109.0000			
-60.1241			37.3964			17.3827			-5.3000			-219.0000			127.0000			89.0000			
-59.5827			42.4353			12.4239			-4.7000			-217.0000			142.0000			71.0000			
-59.0414			48.5941			5.2612			-5.1000			-216.0000			156.0000			50.0000			
-57.9586			55.3128			-1.3506			-3.9000			-212.0000			169.0000			29.0000			
-54.1691			58.1122			-8.5133			-4.5000			-207.0000			181.0000			8.0000			
-47.6728			58.6721			-16.7779			-5.7000			-200.0000			191.0000			-13.0000			
-41.7178			59.2320			-23.3897			-5.8000			-193.0000			202.0000			-34.0000			
-39.0110			62.0314			-26.1446			-3.1000			-182.0000			209.0000			-56.0000			
-39.0110			62.0314			-26.6955			-3.6000			-171.0000			217.0000			-79.0000			
-34.6801			59.7919			11.3219			36.4000			-159.0000			222.0000			-98.0000			
-27.6424			67.0704			-21.7367			17.6000			-148.0000			224.0000			-118.0000			
-23.3115			59.2320			-36.6131			-0.6000			-136.0000			228.0000			-137.0000			
-22.2288			60.9116			-39.9190			-1.2000			-123.0000			230.0000			-157.0000			
-21.6874			62.0314			-40.4700			-0.1000			-108.0000			230.0000			-175.0000			
-20.0634			58.6721			-41.5719			-2.9000			-94.0000			228.0000			-192.0000			
-14.6498			57.5523			-47.6327			-4.7000			-79.0000			226.0000			-206.0000			
-7.6121			59.7919			-51.4895			0.6000			-65.0000			223.0000			-221.0000			
-0.5744			55.8726			-59.2032			-3.8000			-49.0000			217.0000			-235.0000			
5.9220			51.3935			-59.2032			-1.8000			-31.0000			210.0000			-248.0000			
12.9597			43.5551			-56.9993			-0.4000			-17.0000			203.0000			-259.0000			
18.9146			40.7557			-61.9581			-2.2000			-1.0000			193.0000			-268.0000			
21.6214			39.0760			-63.0601			-2.3000			18.0000			181.0000			-275.0000			
22.1628			39.6359			-60.8561			0.9000			35.0000			167.0000			-280.0000			
25.4110			32.3574			-60.8561			-3.0000			52.0000			156.0000			-284.0000			
30.2832			25.0788			-59.2032			-3.8000			67.0000			142.0000			-287.0000			
35.6968			23.3992			-60.8561			-1.7000			83.0000			127.0000			-289.0000			
38.9450			21.7195			-63.0601			-2.3000			97.0000			111.0000			-288.0000			
39.4863			21.7195			-60.3052			0.8000			111.0000			95.0000			-287.0000			
41.6518			20.0399			-56.9993			4.6000			125.0000			78.0000			-283.0000			
47.6068			13.3212			-55.3464			5.5000			139.0000			60.0000			-277.0000			
53.5617			6.6026			-55.3464			4.8000			150.0000			44.0000			-271.0000			
57.3513			-2.9155			-59.2032			-4.7000			161.0000			26.0000			-264.0000			
57.8926			-9.0743			-36.0622			12.7000			172.0000			7.0000			-254.0000			
59.5167			-15.7929			-36.6131			7.1000			182.0000			-12.0000			-243.0000			
60.0581			-19.1522			-38.2661			2.6000			189.0000			-32.0000			-229.0000			
61.6821			-20.8319			-38.8170			2.0000			195.0000			-51.0000			-213.0000			
58.9753			-23.0714			-35.5112			0.3000			200.0000			-71.0000			-197.0000			
56.2685			-25.3110			-28.8994			2.0000			206.0000			-90.0000			-180.0000			
56.2685			-32.0296			-22.8387			1.3000			207.0000			-107.0000			-163.0000			
58.4340			-35.3890			-21.7367			1.3000			211.0000			-123.0000			-145.0000			
61.1408			-38.1884			-21.1858			1.7000			211.0000			-139.0000			-125.0000			
58.9753			-38.7483			-19.5328			0.6000			210.0000			-156.0000			-105.0000			
58.4340			-40.9878			-14.5740			2.8000			207.0000			-171.0000			-85.0000			
58.9753			-49.9460			-7.9623			1.0000			206.0000			-185.0000			-65.0000			
57.3513			-54.9850			-0.7996			1.5000			204.0000			-198.0000			-43.0000			
54.1031			-57.7845			6.3631			2.6000			197.0000			-211.0000			-22.0000			
46.5240			-58.3443			15.1788			3.3000			191.0000			-222.0000			-1.0000			
41.1104			-60.5839			21.7905			2.3000			183.0000			-230.0000			21.0000			
39.4863			-61.1438			25.6473			3.9000			174.0000			-239.0000			42.0000			
38.9450			-62.2635			23.9944			0.6000			161.0000			-244.0000			64.0000			
34.6141			-58.3443			25.6473			1.9000			151.0000			-250.0000			86.0000			
28.1178			-57.2246			30.0552			0.9000			139.0000			-254.0000			106.0000			
24.3282			-59.4641			36.6669			1.5000			127.0000			-257.0000			124.0000			
23.2455			-62.8234			38.8708			-0.7000			113.0000			-259.0000			144.0000			
23.2455			-63.3833			40.5237			0.3000			99.0000			-258.0000			161.0000			
19.4560			-61.1438			41.6257			0.0000			85.0000			-257.0000			178.0000			
13.5010			-58.9042			46.5845			1.1000			70.0000			-254.0000			194.0000			
8.0874			-59.4641			52.6452			1.2000			56.0000			-250.0000			208.0000			
1.0497			-57.7845			56.5021			-0.2000			39.0000			-246.0000			222.0000			
-4.3639			-53.3054			57.0531			-0.6000			23.0000			-239.0000			235.0000			
-13.0257			-43.7873			57.6040			0.7000			6.0000			-231.0000			245.0000			
-19.5220			-39.3082			59.2570			0.4000			-9.0000			-221.0000			253.0000			
-21.6874			-39.8681			62.0119			0.4000			-27.0000			-209.0000			259.0000			
-21.6874			-39.3082			59.8079			-1.1000			-43.0000			-197.0000			266.0000			
-24.3943			-33.1494			56.5021			-1.0000			-60.0000			-183.0000			270.0000			
-29.8079			-26.4308			54.8491			-1.3000			-76.0000			-169.0000			273.0000			
-35.2215			-23.0714			57.6040			-0.6000			-92.0000			-154.0000			272.0000			
-38.4696			-22.5116			59.2570			-1.7000			-106.0000			-139.0000			274.0000			
-39.0110			-21.3918			58.7060			-1.6000			-122.0000			-123.0000			271.0000			
-41.7178			-19.1522			58.1550			-2.7000			-134.0000			-105.0000			268.0000			
-47.1314			-12.4336			58.1550			-1.4000			-147.0000			-89.0000			262.0000			
-52.5450			-6.2748			56.5021			-2.3000			-160.0000			-70.0000			255.0000			
-57.4173			1.0037			53.1962			-3.2000			-171.0000			-53.0000			248.0000			
-58.5000			8.8421			47.1355			-2.5000			-181.0000			-33.0000			238.0000			
-60.1241			17.2404			39.4218			-3.4000			-190.0000			-15.0000			228.0000			
-60.6654			19.4800			37.2179			-3.9000			-197.0000			3.0000			213.0000			
-61.7482			21.1596			37.2179			-3.3000			-204.0000			25.0000			198.0000			
-60.1241			22.2794			32.2591			-5.5000			-209.0000			43.0000			182.0000			
-57.4173			26.1986			27.3003			-3.9000			-215.0000			62.0000			165.0000			
-56.3345			31.7975			20.1376			-4.3000			-216.0000			78.0000			148.0000			
-58.5000			35.7167			20.1376			-2.6000			-218.0000			96.0000			128.0000			
-61.2068			37.3964			19.5866			-4.2000			-220.0000			113.0000			109.0000			
-60.1241			39.0760			17.3827			-3.6000			-219.0000			127.0000			89.0000			
-59.0414			42.4353			11.8729			-4.7000			-217.0000			143.0000			69.0000			
-59.5827			49.7139			4.7102			-5.1000			-215.0000			157.0000			48.0000			
-57.9586			55.8726			-1.9015			-3.9000			-210.0000			169.0000			28.0000			
-54.7105			58.6721			-9.0643			-5.0000			-207.0000			182.0000			6.0000			
-47.1314			58.6721			-16.7779			-5.2000			-200.0000			193.0000			-15.0000			
-42.8005			60.3517			-22.8387			-5.2000			-193.0000			201.0000			-36.0000			
-39.0110			62.0314			-27.2465			-4.2000			-182.0000			210.0000			-57.0000			
-39.5524			63.1512			-26.6955			-3.1000			-170.0000			217.0000			-80.0000			
-35.2215			59.2320			-27.7975			-3.7000			-159.0000			222.0000			-102.0000			
-28.7251			57.5523			-32.7563			-3.9000			-147.0000			225.0000			-121.0000			
-24.9356			58.1122			-38.8170			-5.6000			-135.0000			229.0000			-140.0000			
-23.8529			62.5913			-42.1229			-3.3000			-122.0000			230.0000			-159.0000			
-23.3115			63.1512			-42.6739			-2.8000			-108.0000			230.0000			-177.0000			
-19.5220			60.3517			-43.7758			-2.9000			-94.0000			229.0000			-193.0000			
-13.5670			59.2320			-49.2856			-3.6000			-78.0000			227.0000			-210.0000			
-7.6121			59.7919			-55.3464			-3.1000			-64.0000			221.0000			-223.0000			
-0.5744			57.5523			-59.7542			-2.7000			-47.0000			217.0000			-236.0000			
5.3806			53.0732			-59.7542			-1.2000			-31.0000			211.0000			-249.0000			
14.5837			44.6749			-60.3052			-1.0000			-14.0000			203.0000			-259.0000			
19.9973			39.6359			-61.4071			-1.7000			1.0000			193.0000			-268.0000			
22.1628			39.6359			-63.6110			-1.8000			19.0000			181.0000			-276.0000			
22.1628			39.0760			-61.9581			-0.7000			37.0000			167.0000			-280.0000			
23.7869			33.4772			-58.6522			-1.3000			53.0000			153.0000			-285.0000			
29.2005			26.7585			-58.1013			-2.1000			69.0000			140.0000			-288.0000			
35.1555			22.8393			-59.2032			-1.2000			84.0000			126.0000			-289.0000			
38.9450			23.3992			-61.4071			0.9000			97.0000			110.0000			-288.0000			
39.4863			21.1596			-61.4071			-0.7000			113.0000			93.0000			-286.0000			
42.7345			18.3602			-60.8561			0.2000			127.0000			76.0000			-283.0000			
47.6068			11.6416			-58.6522			0.5000			139.0000			59.0000			-277.0000			
52.4790			6.6026			-58.1013			0.9000			151.0000			41.0000			-271.0000			
57.3513			-1.2358			-54.7954			1.3000			163.0000			23.0000			-263.0000			
57.8926			-9.0743			-47.6327			1.1000			172.0000			5.0000			-253.0000			
58.9753			-16.3528			-41.5719			1.0000			182.0000			-12.0000			-242.0000			
59.5167			-19.1522			-40.4700			-0.1000			189.0000			-33.0000			-228.0000			
61.6821			-20.8319			-38.8170			2.0000			196.0000			-53.0000			-212.0000			
58.4340			-21.3918			-34.4092			2.6000			201.0000			-72.0000			-196.0000			
56.2685			-26.4308			-27.7975			2.0000			206.0000			-90.0000			-179.0000			
54.6444			-31.4698			-21.1858			1.9000			208.0000			-108.0000			-162.0000			
57.3513			-35.3890			-21.1858			0.7000			211.0000			-125.0000			-144.0000			
60.5994			-36.5087			-21.1858			2.8000			211.0000			-141.0000			-124.0000			
59.5167			-38.1884			-18.9819			2.3000			210.0000			-158.0000			-103.0000			
58.4340			-42.6675			-12.3701			3.4000			209.0000			-173.0000			-84.0000			
59.5167			-49.3861			-6.8603			3.2000			205.0000			-186.0000			-64.0000			
57.3513			-54.9850			0.8533			3.2000			201.0000			-198.0000			-42.0000			
53.5617			-57.7845			8.5670			4.3000			198.0000			-211.0000			-22.0000			
46.5240			-58.9042			15.7297			3.3000			191.0000			-221.0000			0.0000			
41.6518			-60.5839			21.7905			2.8000			183.0000			-231.0000			22.0000			
39.4863			-61.7037			25.0964			2.8000			172.0000			-238.0000			44.0000			
38.9450			-62.2635			24.5454			1.2000			161.0000			-244.0000			65.0000			
33.5314			-58.9042			26.7493			1.3000			149.0000			-250.0000			86.0000			
27.5764			-56.1048			31.7081			3.1000			137.0000			-254.0000			108.0000			
23.2455			-58.3443			37.7688			2.6000			125.0000			-257.0000			124.0000			
22.7042			-62.2635			39.9728			0.4000			113.0000			-258.0000			143.0000			
23.2455			-62.8234			40.5237			0.9000			99.0000			-257.0000			162.0000			
18.9146			-60.5839			42.1767			0.5000			84.0000			-257.0000			179.0000			
12.9597			-59.4641			47.6864			1.1000			69.0000			-255.0000			194.0000			
7.0047			-59.4641			54.2982			1.8000			55.0000			-250.0000			209.0000			
-0.0330			-56.6647			56.5021			-0.1000			37.0000			-245.0000			222.0000			
-6.5293			-52.7455			58.1550			-1.1000			22.0000			-238.0000			235.0000			
-14.6498			-43.2274			58.1550			0.2000			5.0000			-232.0000			245.0000			
-19.5220			-40.4279			60.3589			0.4000			-11.0000			-220.0000			253.0000			
-22.2288			-40.9878			62.5628			-0.6000			-29.0000			-208.0000			260.0000			
-22.7702			-38.7483			61.4609			0.0000			-46.0000			-196.0000			265.0000			
-24.9356			-32.5895			57.0531			-0.4000			-62.0000			-183.0000			270.0000			
-30.3492			-26.4308			55.9511			-0.8000			-78.0000			-169.0000			274.0000			
-36.3042			-23.0714			58.1550			-1.2000			-93.0000			-153.0000			273.0000			
-39.0110			-23.0714			59.8079			-2.2000			-107.0000			-138.0000			273.0000			
-40.0937			-21.9517			59.8079			-2.2000			-122.0000			-121.0000			270.0000			
-42.2592			-18.5924			59.2570			-1.5000			-136.0000			-105.0000			266.0000			
