-49.5216			-20.0443			69.5265			0.0000			-45.0000			-73.0000			100.0000			
-43.9779			-24.8440			70.0765			1.2000			-35.0000			-80.0000			100.0000			
-32.3361			-37.6432			73.9264			3.9000			-27.0000			-86.0000			96.0000			
-12.3787			-57.3753			73.9264			4.1000			-20.0000			-90.0000			93.0000			
2.5893			-72.8410			71.7264			1.4000			-11.0000			-94.0000			91.0000			
-0.7369			-70.7078			71.1765			-0.2000			-2.0000			-99.0000			87.0000			
-12.9331			-63.7749			77.7763			1.0000			9.0000			-104.0000			82.0000			
-19.0312			-62.7083			83.2762			1.5000			19.0000			-107.0000			75.0000			
-12.3787			-69.1079			83.2762			1.7000			26.0000			-110.0000			71.0000			
-1.2913			-73.9076			76.6763			1.4000			35.0000			-111.0000			64.0000			
8.1330			-76.0408			67.3265			-0.5000			41.0000			-114.0000			58.0000			
14.7855			-76.0408			61.8267			0.5000			47.0000			-115.0000			53.0000			
17.0030			-75.5075			58.5267			0.0000			57.0000			-113.0000			44.0000			
15.8942			-69.1079			52.4769			-0.7000			63.0000			-113.0000			37.0000			
19.2205			-63.2416			45.3270			1.3000			71.0000			-111.0000			28.0000			
29.1992			-65.3748			38.1772			2.0000			77.0000			-110.0000			19.0000			
53.0371			-71.2411			18.9276			0.7000			81.0000			-106.0000			12.0000			
73.5489			-72.3077			0.2280			1.4000			84.0000			-104.0000			6.0000			
77.4295			-70.7078			-5.8218			0.9000			89.0000			-101.0000			-2.0000			
68.5596			-72.3077			4.0780			0.3000			93.0000			-95.0000			-12.0000			
63.5702			-78.1740			16.1777			1.5000			98.0000			-89.0000			-22.0000			
68.0052			-81.3738			13.4277			0.0000			101.0000			-85.0000			-32.0000			
76.8751			-78.1740			0.7780			-0.5000			102.0000			-79.0000			-40.0000			
80.7557			-72.3077			-6.9218			1.5000			105.0000			-73.0000			-45.0000			
80.2014			-66.4414			-12.9717			0.7000			104.0000			-66.0000			-53.0000			
79.0926			-61.6417			-16.8216			0.6000			103.0000			-59.0000			-62.0000			
75.7664			-57.3753			-19.0215			-0.6000			103.0000			-51.0000			-69.0000			
69.1139			-49.9091			-21.2215			-2.0000			102.0000			-44.0000			-76.0000			
68.5596			-42.4429			-26.7214			-0.5000			100.0000			-35.0000			-83.0000			
72.4402			-34.4434			-39.3711			-1.3000			97.0000			-27.0000			-89.0000			
75.7664			-15.7779			-62.4705			-2.4000			93.0000			-19.0000			-93.0000			
73.5489			2.8876			-76.7702			-0.3000			89.0000			-11.0000			-98.0000			
73.5489			2.3543			-75.6703			0.2000			84.0000			-4.0000			-102.0000			
79.6470			-9.3783			-70.1704			0.1000			79.0000			6.0000			-107.0000			
85.1907			-16.8445			-69.6204			-1.2000			73.0000			17.0000			-110.0000			
83.5276			-9.9116			-75.6703			-2.0000			67.0000			25.0000			-114.0000			
79.0926			2.3543			-81.1701			0.2000			59.0000			31.0000			-117.0000			
74.1033			7.6873			-81.7201			0.0000			55.0000			40.0000			-118.0000			
68.0052			10.3538			-78.4202			0.0000			47.0000			47.0000			-120.0000			
63.5702			11.9537			-76.2202			-0.6000			40.0000			55.0000			-119.0000			
58.0265			14.0869			-73.4703			-1.3000			32.0000			63.0000			-118.0000			
49.1565			18.8866			-69.6204			-1.5000			23.0000			71.0000			-116.0000			
43.0585			24.7529			-69.6204			-1.8000			15.0000			79.0000			-113.0000			
30.8623			40.2186			-72.9203			-1.8000			7.0000			86.0000			-110.0000			
9.7962			61.5506			-76.2202			-4.8000			-1.0000			90.0000			-108.0000			
-2.4000			74.3498			-72.3703			-0.4000			-7.0000			93.0000			-104.0000			
1.4806			69.5501			-71.2704			-0.2000			-17.0000			98.0000			-100.0000			
14.7855			64.2171			-78.4202			0.5000			-27.0000			102.0000			-96.0000			
19.2205			63.1505			-83.9201			-1.5000			-37.0000			107.0000			-89.0000			
12.0136			70.6167			-81.7201			0.9000			-46.0000			110.0000			-83.0000			
-1.2913			75.4164			-75.1203			-0.9000			-53.0000			111.0000			-78.0000			
-10.7156			75.9497			-67.9704			-2.7000			-60.0000			114.0000			-73.0000			
-14.5962			75.9497			-63.0205			-1.6000			-66.0000			112.0000			-66.0000			
-16.8137			73.8165			-58.6206			-1.6000			-76.0000			115.0000			-59.0000			
-16.2593			67.9502			-52.0208			-0.3000			-82.0000			113.0000			-50.0000			
-18.4768			64.2171			-45.4209			0.3000			-90.0000			111.0000			-42.0000			
-30.1186			65.8170			-36.6211			-0.9000			-97.0000			108.0000			-34.0000			
-54.5110			69.5501			-17.9215			-2.8000			-101.0000			107.0000			-27.0000			
-73.9140			71.1500			0.7780			-1.9000			-105.0000			103.0000			-20.0000			
-76.1315			70.0834			5.1779			-0.8000			-108.0000			98.0000			-12.0000			
-68.3703			70.6167			-5.2718			-3.0000			-114.0000			93.0000			-2.0000			
-63.3809			78.0829			-15.7216			-1.0000			-118.0000			88.0000			7.0000			
-68.3703			81.2827			-12.9717			0.0000			-122.0000			81.0000			16.0000			
-75.5771			75.9497			-0.3219			0.0000			-123.0000			76.0000			23.0000			
-80.5664			70.6167			10.6778			0.7000			-124.0000			70.0000			31.0000			
-81.1208			67.9502			13.4277			0.2000			-124.0000			64.0000			37.0000			
-77.7946			64.2171			13.9777			0.3000			-124.0000			57.0000			44.0000			
-73.3596			57.2842			17.8276			1.7000			-124.0000			49.0000			52.0000			
-68.9246			48.7514			22.2275			2.0000			-123.0000			42.0000			60.0000			
-68.3703			41.8185			26.6275			0.0000			-120.0000			32.0000			67.0000			
-71.1421			30.0859			44.2271			3.1000			-117.0000			24.0000			72.0000			
-75.0227			13.0203			64.0266			2.0000			-113.0000			15.0000			77.0000			
-75.0227			0.7544			75.0264			0.7000			-109.0000			8.0000			80.0000			
